Acousticness,Danceability,Energy,Genre,Instrumental,Key,Liveness,Loudness,Speechness,Tempo,Valence
0.234,0.792,0.659,jazz,0.423,5,0.0437,-8.243,0.0318,104.127,0.776
0.441,0.814,0.445,jazz,0.692,9,0.235,-8.023,0.0407,79.998,0.824
0.0252,0.85,0.436,jazz,0.0418,8,0.095,-13.948,0.0714,115.152,0.965
0.426,0.762,0.349,jazz,6.71E-05,5,0.049,-13.705,0.0282,109.942,0.609
0.502,0.519,0.793,jazz,0.57,5,0.281,-6.543,0.0412,118.559,0.814
0.914,0.641,0.31,jazz,0.938,7,0.114,-11.705,0.0432,117.54,0.156
0.631,0.405,0.893,jazz,0.838,2,0.727,-7.29,0.16,104.312,0.481
0.0365,0.68,0.675,jazz,0.853,0,0.124,-14.473,0.098,183.979,0.871
0.759,0.629,0.652,jazz,0.969,6,0.348,-7.48,0.0396,118.782,0.88
0.154,0.876,0.301,jazz,0.886,5,0.119,-14.755,0.0485,82.97,0.64
0.611,0.757,0.516,jazz,0.806,10,0.962,-10.262,0.0482,151.972,0.973
0.158,0.615,0.661,jazz,0.928,11,0.118,-14.221,0.0493,196.585,0.917
0.371,0.76,0.536,jazz,0.00151,5,0.125,-7.609,0.0304,110.959,0.823
0.128,0.537,0.331,jazz,0.112,2,0.123,-13.461,0.0353,144.074,0.857
0.321,0.381,0.749,jazz,0.839,8,0.0458,-14.088,0.0373,93.535,0.873
0.41,0.576,0.537,jazz,0.00586,3,0.341,-13.432,0.0343,86.713,0.932
0.326,0.819,0.471,jazz,0.0134,7,0.468,-10.915,0.227,139.983,0.842
0.246,0.751,0.592,jazz,0.862,4,0.0647,-13.439,0.0907,119.446,0.899
0.486,0.57,0.455,jazz,0.822,1,0.0742,-10.845,0.0578,144.049,0.685
0.0893,0.312,0.844,jazz,0.873,4,0.374,-5.148,0.104,137.128,0.642
0.753,0.453,0.729,jazz,0.917,6,0.0955,-15.093,0.0356,121.544,0.918
0.617,0.29,0.427,jazz,0.903,9,0.121,-15.491,0.0568,160.224,0.494
0.243,0.578,0.421,jazz,0.345,0,0.0848,-14.241,0.0393,169.998,0.924
0.642,0.623,0.543,jazz,0.969,8,0.0906,-11.411,0.0457,100.53,0.804
0.767,0.711,0.673,jazz,0.647,5,0.089,-8.691,0.0406,93.384,0.808
0.455,0.661,0.813,jazz,0.606,4,0.0937,-6.799,0.0381,94.915,0.816
0.226,0.682,0.646,jazz,2.56E-05,1,0.111,-6.211,0.284,77.743,0.807
0.71,0.724,0.521,jazz,0.864,7,0.101,-9.897,0.0375,135.01,0.948
0.809,0.451,0.656,jazz,0,0,0.147,-7.676,0.116,208.876,0.712
0.327,0.683,0.706,jazz,0.0412,9,0.113,-8.91,0.0334,108.089,0.763
0.0465,0.499,0.928,jazz,0.795,0,0.0734,-7.348,0.0961,125.811,0.782
0.577,0.84,0.471,jazz,0.955,5,0.114,-7.43,0.0469,120.027,0.861
0.00373,0.835,0.886,jazz,0,10,0.0991,-4.184,0.0989,110.964,0.557
0.873,0.565,0.657,jazz,0.818,0,0.331,-11.467,0.0977,145.95,0.917
0.271,0.651,0.489,jazz,0.405,6,0.123,-11.097,0.181,81.189,0.567
0.649,0.568,0.745,jazz,0.621,10,0.0994,-13.176,0.0624,105.161,0.712
0.518,0.7,0.532,jazz,0.957,7,0.164,-15.473,0.056,139.074,0.787
0.958,0.674,0.366,jazz,0.802,5,0.103,-9.59,0.049,117.323,0.785
0.633,0.686,0.776,jazz,0.735,10,0.0733,-7.614,0.0527,128.66,0.635
0.325,0.362,0.757,jazz,0.77,0,0.348,-11.819,0.153,191.315,0.579
0.323,0.824,0.373,jazz,0.877,5,0.14,-13.059,0.0397,121.664,0.945
0.688,0.809,0.629,jazz,0.801,5,0.0814,-9.331,0.0349,116.951,0.648
0.364,0.481,0.601,jazz,0.0794,4,0.278,-12.623,0.039,122.98,0.73
0.0272,0.396,0.714,jazz,0.781,9,0.221,-14.918,0.0483,130.915,0.903
0.115,0.805,0.38,jazz,0.0682,1,0.218,-9.771,0.044,129.993,0.3
0.664,0.574,0.385,jazz,0.771,0,0.299,-18.852,0.0359,106.924,0.884
0.592,0.758,0.678,jazz,0.175,9,0.105,-9.767,0.0324,108.062,0.748
0.364,0.816,0.593,jazz,0.0364,11,0.334,-10.095,0.0583,79.974,0.752
0.38,0.748,0.962,jazz,0.0356,5,0.14,-6.184,0.0463,125.993,0.909
0.24,0.591,0.359,jazz,2.61E-06,10,0.0898,-16.991,0.0522,99.999,0.685
0.982,0.513,0.297,jazz,0.912,0,0.13,-18.745,0.0402,98.975,0.832
0.447,0.329,0.685,jazz,0.822,9,0.088,-10.797,0.078,204.854,0.758
0.617,0.651,0.361,jazz,0.833,10,0.074,-15.052,0.0314,104.987,0.638
0.149,0.592,0.779,jazz,0.838,5,0.192,-6.248,0.0311,185.005,0.874
0.486,0.34,0.578,jazz,0.752,4,0.294,-16.297,0.117,167.742,0.496
0.355,0.747,0.793,jazz,0.767,2,0.0793,-8.696,0.0385,131.918,0.948
0.302,0.581,0.403,jazz,0.913,11,0.127,-9.515,0.0417,81.612,0.38
0.179,0.544,0.607,jazz,0.339,9,0.0267,-7.161,0.0298,179.954,0.722
0.872,0.619,0.564,jazz,0.972,8,0.0828,-11.755,0.0334,118.809,0.885
0.898,0.63,0.521,jazz,0.000104,5,0.381,-9.573,0.105,103.205,0.868
0.519,0.795,0.339,jazz,0.9,5,0.0673,-11.469,0.056,132.025,0.291
0.0386,0.789,0.325,jazz,0,5,0.105,-11.958,0.0772,76.011,0.776
0.145,0.583,0.826,jazz,0.684,1,0.284,-7.465,0.0548,107.57,0.709
0.378,0.723,0.882,jazz,0.00888,5,0.113,-5.601,0.0669,122.399,0.894
0.995,0.432,0.0467,jazz,0.932,5,0.106,-22.4,0.0583,119.432,0.179
0.626,0.785,0.817,jazz,0.897,0,0.287,-7.329,0.0397,118.007,0.966
0.304,0.613,0.488,jazz,0.0047,1,0.202,-15.68,0.0499,100.76,0.682
0.906,0.484,0.563,jazz,0.946,9,0.285,-18.505,0.0654,126.397,0.727
0.229,0.367,0.782,jazz,0.249,8,0.0862,-8.812,0.0407,90.711,0.535
0.46,0.504,0.965,jazz,0.0148,1,0.48,-15.485,0.0502,116.329,0.609
0.723,0.429,0.337,jazz,0.514,5,0.109,-15.164,0.051,134.451,0.415
0.671,0.555,0.577,jazz,0.895,7,0.15,-8.685,0.233,75.961,0.345
0.972,0.609,0.0881,jazz,0.238,10,0.101,-25.765,0.039,91.632,0.53
0.692,0.373,0.486,jazz,0.63,7,0.103,-12.167,0.0551,165.002,0.307
0.885,0.785,0.0741,jazz,0,9,0.0652,-14.613,0.0397,114.615,0.472
0.965,0.485,0.182,jazz,0.00391,3,0.307,-13.817,0.0617,142.32,0.281
0.778,0.53,0.62,jazz,0.536,7,0.113,-14.008,0.0387,106.353,0.963
0.708,0.566,0.0796,jazz,0.811,0,0.111,-20.912,0.0293,98.991,0.304
0.145,0.766,0.685,jazz,0.861,11,0.0507,-15.403,0.0632,106.906,0.619
0.144,0.943,0.704,jazz,0.902,7,0.297,-5.547,0.0577,113.866,0.816
0.0671,0.484,0.642,jazz,1.39E-05,5,0.102,-8.536,0.0935,111.295,0.743
0.548,0.783,0.183,jazz,0.84,1,0.122,-20.918,0.0445,144.171,0.0669
0.242,0.818,0.301,jazz,0.205,10,0.0701,-13.761,0.0461,88.318,0.722
0.751,0.778,0.255,jazz,0.00242,2,0.151,-10.541,0.0407,112.039,0.686
0.38,0.643,0.507,jazz,0.839,10,0.125,-10.174,0.0507,120.715,0.363
0.00252,0.608,0.965,jazz,0.871,2,0.25,-1.034,0.0614,120.908,0.612
0.597,0.559,0.445,jazz,0.0736,7,0.172,-12.209,0.0663,112.967,0.413
0.62,0.707,0.508,jazz,0.707,4,0.159,-14.536,0.107,97.315,0.583
0.95,0.544,0.215,jazz,0.000297,0,0.166,-10.912,0.0405,104.555,0.455
0.608,0.452,0.473,jazz,0.307,2,0.0911,-15.517,0.0383,151.17,0.853
0.379,0.895,0.4,jazz,0.648,2,0.0919,-14.582,0.214,94.935,0.962
0.177,0.763,0.839,jazz,0.000378,7,0.0793,-9.301,0.0625,109.992,0.729
0.682,0.741,0.254,jazz,0.393,9,0.111,-15.228,0.0546,147.981,0.69
0.275,0.644,0.519,jazz,0.0192,10,0.0793,-8.895,0.0373,117.739,0.453
0.251,0.714,0.68,jazz,0.00204,8,0.0756,-8.67,0.0547,81.818,0.964
0.157,0.776,0.447,jazz,0.000202,5,0.123,-6.082,0.0373,117.763,0.848
0.455,0.629,0.775,jazz,0.214,5,0.14,-6.123,0.0824,76.196,0.966
0.784,0.583,0.943,jazz,0.00321,9,0.256,-4.261,0.149,140.418,0.595
0.696,0.593,0.405,jazz,0.344,0,0.525,-8.129,0.0287,125.216,0.903
0.399,0.438,0.82,jazz,0.199,0,0.106,-9.833,0.134,121.763,0.693
0.329,0.652,0.933,jazz,0.0318,0,0.0829,-7.49,0.0489,112.204,0.719
0.73,0.755,0.881,jazz,0.0028,0,0.923,-3.246,0.0427,132.789,0.915
0.536,0.761,0.573,jazz,0.039,8,0.0799,-9.467,0.0593,125.499,0.638
0.69,0.555,0.929,jazz,0.00513,9,0.0444,-4.978,0.0366,110.649,0.938
0.61,0.448,0.892,jazz,0,0,0.218,-3.313,0.0346,122.934,0.926
0.363,0.666,0.829,jazz,0.0853,1,0.0278,-7.548,0.0604,125.063,0.961
0.106,0.747,0.592,jazz,0.873,2,0.098,-9.305,0.0537,105.01,0.145
0.33,0.678,0.699,jazz,0.142,8,0.107,-10.229,0.04,106.991,0.217
0.0113,0.728,0.41,jazz,0.833,9,0.0873,-10.149,0.0527,118.002,0.445
0.0307,0.589,0.53,jazz,0.864,6,0.0845,-13.253,0.0363,98.011,0.0763
0.0132,0.8,0.612,jazz,0.879,11,0.0763,-8.696,0.0475,116.987,0.323
0.0133,0.591,0.432,jazz,0.811,5,0.0933,-13.825,0.0375,123.981,0.0397
0.00549,0.768,0.742,jazz,0.864,11,0.187,-10.295,0.049,122.015,0.721
8.75E-06,0.81,0.448,jazz,0.921,7,0.0495,-13.038,0.0687,119.992,0.72
0.0995,0.643,0.574,jazz,0.928,9,0.0987,-11.773,0.0502,118.003,0.34
0.866,0.609,0.492,jazz,0.201,8,0.0889,-11.602,0.197,132.451,0.489
0.0543,0.797,0.855,jazz,0.838,2,0.114,-9.56,0.0584,121.983,0.595
0.215,0.709,0.313,jazz,0.197,5,0.114,-11.293,0.0401,137.957,0.195
0.325,0.683,0.844,jazz,0.802,10,0.0982,-8.323,0.0389,103.009,0.225
0.436,0.672,0.61,jazz,0.828,8,0.132,-10.114,0.043,110.006,0.352
0.00336,0.85,0.448,jazz,0.92,7,0.0917,-11.485,0.112,120.009,0.235
0.032,0.665,0.586,jazz,0.819,1,0.0996,-7.257,0.0399,92.024,0.312
0.000983,0.731,0.834,jazz,0.883,2,0.0689,-6.531,0.0373,118.002,0.11
0.768,0.532,0.582,jazz,0.824,11,0.104,-11.584,0.0285,100.024,0.0331
0.00433,0.801,0.979,jazz,0.93,2,0.364,-7.449,0.0528,124.993,0.748
0.0858,0.688,0.533,jazz,0.832,5,0.199,-8.978,0.0443,130.011,0.199
0.00197,0.803,0.806,jazz,0.866,1,0.0677,-9.969,0.0485,124.998,0.949
0.459,0.809,0.472,jazz,0.165,2,0.0961,-11.745,0.0378,110.653,0.585
0.093,0.734,0.881,jazz,0.797,11,0.0601,-10.166,0.0509,119.975,0.0477
0.00186,0.752,0.68,jazz,0.853,8,0.651,-9.215,0.045,137.014,0.886
0.000725,0.68,0.817,jazz,0.919,11,0.32,-8.392,0.0501,118.018,0.171
0.0694,0.534,0.758,jazz,0.0462,9,0.0838,-7.205,0.041,97.968,0.334
0.000297,0.792,0.684,jazz,0.866,7,0.0683,-8.256,0.046,123.014,0.345
0.292,0.66,0.555,jazz,0.291,10,0.103,-9.603,0.0323,77.019,0.552
0.00505,0.672,0.623,jazz,0.766,6,0.093,-12.294,0.0403,102.004,0.303
0.439,0.66,0.435,jazz,0.753,0,0.0751,-10.679,0.0289,79.986,0.364
5.64E-05,0.714,0.723,jazz,0.91,1,0.099,-13.054,0.0411,122.012,0.254
0.000491,0.796,0.556,jazz,0.0398,9,0.289,-7.315,0.0598,141.973,0.671
0.0267,0.739,0.624,jazz,0.844,3,0.111,-10.549,0.0661,115.011,0.242
0.318,0.82,0.849,jazz,0.198,0,0.329,-9.5,0.0951,93.977,0.604
1.61E-05,0.8,0.578,jazz,0.853,6,0.0801,-13.996,0.0515,115.986,0.276
0.00665,0.413,0.482,jazz,0.154,7,0.0966,-13.193,0.0364,134.74,0.042
0.00282,0.682,0.707,jazz,0.882,11,0.109,-13.557,0.0429,120.986,0.0362
0.323,0.693,0.918,jazz,0.558,7,0.392,-8.307,0.088,176.15,0.757
0.00693,0.653,0.888,jazz,0.929,9,0.0735,-6.243,0.0518,124.003,0.829
0.0137,0.717,0.447,jazz,0.864,1,0.151,-14.543,0.0933,79.174,0.319
0.00172,0.735,0.85,jazz,0.915,2,0.609,-6.566,0.0473,120.015,0.469
0.101,0.617,0.552,jazz,0.953,6,0.0856,-8.923,0.0268,168.102,0.104
0.0221,0.744,0.863,jazz,0.83,4,0.12,-12.434,0.044,118.006,0.189
0.728,0.655,0.875,jazz,0.0374,3,0.105,-9.268,0.0357,120.021,0.169
8.74E-05,0.806,0.84,jazz,0.862,6,0.0892,-6.741,0.0384,119.988,0.842
0.00589,0.511,0.688,jazz,0.000162,9,0.571,-5.836,0.0311,109.948,0.423
0.000722,0.699,0.587,jazz,0.89,10,0.113,-11.735,0.0623,121.989,0.373
0.0134,0.561,0.566,jazz,0.931,3,0.115,-3.991,0.0625,83.486,0.834
0.00126,0.739,0.683,jazz,0.861,1,0.0652,-6.718,0.0586,121.015,0.615
0.68,0.65,0.274,jazz,0.887,2,0.0898,-16.045,0.042,124.996,0.0393
0.000986,0.798,0.771,jazz,0.0699,1,0.0721,-8.158,0.0586,117.989,0.76
0.00149,0.812,0.504,jazz,0.944,1,0.0741,-13.521,0.0804,120.017,0.328
0.00777,0.716,0.74,jazz,0.884,1,0.0499,-10.458,0.0472,117.993,0.413
0.515,0.56,0.655,jazz,0.888,2,0.11,-8.347,0.0337,95.988,0.253
0.0182,0.757,0.431,jazz,0.875,6,0.109,-9.256,0.0715,122.007,0.687
0.00429,0.72,0.485,jazz,0.718,6,0.0925,-10.457,0.0461,92.36,0.466
0.000949,0.802,0.522,jazz,0.919,9,0.0799,-8.53,0.0524,125,0.148
0.49,0.518,0.436,jazz,0.491,11,0.228,-12.096,0.0313,97,0.291
0.148,0.767,0.596,jazz,0.873,4,0.085,-14.697,0.059,120.996,0.392
0.309,0.553,0.497,jazz,0.00464,5,0.183,-8.865,0.0271,141.039,0.223
0.0915,0.808,0.742,jazz,0.892,5,0.126,-8.527,0.0817,120.004,0.804
0.0102,0.449,0.412,jazz,0.845,4,0.113,-13.66,0.0281,182.084,0.279
5.50E-05,0.578,0.771,jazz,0.0152,7,0.0955,-8.623,0.0411,120.009,0.203
0.00653,0.634,0.646,jazz,0.696,0,0.122,-7.469,0.115,75.508,0.679
0.0503,0.662,0.824,jazz,0.847,7,0.794,-7.346,0.038,119.999,0.207
0.012,0.703,0.788,jazz,0.879,10,0.127,-10.284,0.0383,127.002,0.0617
0.00818,0.793,0.874,jazz,0.861,10,0.173,-8.133,0.0461,118.004,0.244
0.589,0.635,0.639,jazz,0.789,10,0.135,-12.049,0.0401,105.013,0.51
0.000494,0.812,0.851,jazz,0.914,4,0.0585,-9.437,0.0545,123.022,0.622
0.00132,0.553,0.727,jazz,0.845,7,0.0783,-5.865,0.0499,180.063,0.419
0.372,0.772,0.583,jazz,0.867,7,0.106,-12.555,0.0543,119.992,0.31
0.0138,0.684,0.572,jazz,0.817,7,0.0809,-10.495,0.0343,103.88,0.422
0.000542,0.81,0.592,jazz,0.898,0,0.069,-11.266,0.0639,122.008,0.294
0.0326,0.732,0.533,jazz,0.000963,8,0.276,-9.566,0.0844,91.051,0.778
5.62E-05,0.742,0.952,jazz,0.734,10,0.0581,-7.928,0.0497,122.99,0.865
0.0268,0.65,0.476,jazz,0.468,8,0.0721,-7.58,0.0456,89.005,0.572
0.00145,0.811,0.86,jazz,0.914,2,0.0207,-11.003,0.0446,122.002,0.728
0.359,0.619,0.44,jazz,0.547,9,0.155,-6.539,0.371,177.453,0.667
0.00406,0.722,0.585,jazz,0.748,11,0.525,-9.462,0.0434,121.996,0.331
0.00106,0.64,0.783,jazz,0.721,1,0.211,-5.843,0.0482,147.978,0.683
0.0195,0.661,0.716,jazz,0.63,5,0.105,-11.574,0.0426,122.991,0.154
0.00961,0.713,0.809,jazz,0.721,11,0.077,-6.615,0.0727,150.015,0.948
0.00479,0.715,0.707,jazz,0.836,11,0.094,-8.286,0.038,110.01,0.143
0.00895,0.444,0.64,jazz,0.912,1,0.13,-11.079,0.036,83.478,0.108
3.49E-05,0.75,0.82,jazz,0.853,6,0.0867,-9.47,0.0547,123.017,0.165
0.106,0.51,0.659,jazz,0.197,10,0.1,-10.082,0.0401,81.304,0.72
7.78E-05,0.793,0.861,jazz,0.906,10,0.319,-8.313,0.0494,106.996,0.123
0.142,0.657,0.554,jazz,0.774,9,0.112,-10.85,0.0561,153.943,0.644
0.00461,0.812,0.481,jazz,0.857,4,0.0712,-9.961,0.0586,120.022,0.682
0.26,0.845,0.652,jazz,0.9,9,0.0413,-8.622,0.146,115.02,0.415
0.000304,0.802,0.803,jazz,0.913,5,0.0942,-8.879,0.0628,122.002,0.726
0.00211,0.588,0.676,jazz,0.861,11,0.55,-5.93,0.0306,131.993,0.435
0.0151,0.776,0.636,jazz,0.518,0,0.0484,-11.726,0.0766,123.035,0.449
0.000256,0.437,0.831,jazz,0.758,1,0.0739,-9.016,0.0397,121.816,0.465
3.00E-05,0.802,0.886,jazz,0.902,10,0.0986,-7.676,0.0393,120.018,0.0774
0.00547,0.781,0.611,jazz,0.93,2,0.12,-9.574,0.0451,148.788,0.807
0.00847,0.881,0.445,jazz,0.818,8,0.0913,-12.002,0.0845,110.015,0.274
0.683,0.516,0.474,jazz,0.835,10,0.116,-13.426,0.209,76.727,0.447
2.55E-05,0.782,0.728,jazz,0.872,10,0.0826,-10.165,0.0452,127.984,0.323
0.0359,0.579,0.597,jazz,0.786,2,0.0236,-8.681,0.0513,110.005,0.465
0.583,0.752,0.541,jazz,0.526,5,0.0901,-11.333,0.0354,110.106,0.343
0.742,0.726,0.634,jazz,0.786,8,0.168,-9.151,0.0319,119.629,0.772
0.786,0.659,0.381,jazz,0.938,2,0.0675,-13.741,0.0384,98.074,0.572
0.86,0.552,0.517,jazz,0.921,8,0.12,-9.499,0.0378,150.803,0.731
0.401,0.875,0.204,jazz,3.42E-05,9,0.162,-16.03,0.317,87.964,0.658
0.392,0.759,0.524,jazz,1.99E-06,0,0.0772,-9.152,0.0664,80.999,0.855
0.00309,0.724,0.89,jazz,0,4,0.114,-5.692,0.0671,155.947,0.844
0.522,0.553,0.577,jazz,0.000222,11,0.0748,-6.472,0.0384,130,0.786
0.759,0.551,0.751,jazz,0,0,0.0783,-7.059,0.041,120.974,0.955
0.77,0.706,0.81,jazz,0,6,0.337,-5.863,0.147,119.962,0.768
0.732,0.439,0.839,jazz,0.683,0,0.121,-8.322,0.0411,111.932,0.622
0.0715,0.385,0.702,jazz,0.0586,0,0.916,-10.092,0.0531,128.877,0.699
0.867,0.583,0.459,jazz,0.000416,7,0.312,-2.929,0.0354,115.682,0.835
0.344,0.504,0.645,jazz,0.00735,2,0.193,-6.183,0.0313,134.043,0.485
0.995,0.34,0.379,jazz,0.0134,1,0.419,-10.24,0.0357,140.034,0.399
0.821,0.794,0.321,jazz,0.819,1,0.0616,-9.245,0.0514,120.705,0.737
0.357,0.865,0.333,jazz,0.786,2,0.116,-11.26,0.0607,105.001,0.869
0.808,0.57,0.339,jazz,0.0238,5,0.0744,-8.216,0.0704,125.077,0.606
0.701,0.415,0.341,jazz,0.65,11,0.0998,-15.01,0.0298,61.265,0.429
0.518,0.618,0.444,jazz,0.00363,0,0.225,-7.348,0.0277,131.668,0.617
0.658,0.553,0.638,jazz,0.839,10,0.141,-8.383,0.031,96.092,0.443
0.617,0.467,0.334,jazz,0.00895,0,0.112,-14.443,0.0294,140.312,0.586
0.694,0.574,0.187,jazz,0,11,0.0792,-14.762,0.0738,77.859,0.727
0.783,0.707,0.438,jazz,2.43E-05,0,0.248,-11.051,0.0424,100.984,0.448
0.0235,0.749,0.759,jazz,7.69E-06,7,0.119,-6.967,0.0912,128.031,0.808
0.108,0.651,0.683,jazz,0.000611,9,0.0598,-7.751,0.158,123.991,0.874
0.0019,0.686,0.747,jazz,9.33E-05,6,0.104,-8.205,0.0391,124.009,0.621
0.0275,0.693,0.738,jazz,0.000516,9,0.0773,-8.39,0.0427,125.995,0.884
0.0691,0.701,0.93,jazz,0.00132,5,0.337,-6.877,0.0424,125.008,0.931
0.000197,0.654,0.934,jazz,0.081,1,0.0916,-5.414,0.0737,125.986,0.48
0.000454,0.702,0.731,jazz,0.816,2,0.073,-9.937,0.0386,127.004,0.626
0.0308,0.724,0.746,jazz,0.0058,6,0.0842,-5.91,0.0505,125.032,0.774
0.000887,0.72,0.847,jazz,0.204,1,0.0394,-5.496,0.0447,125.99,0.96
0.566,0.782,0.677,country,2.71E-06,3,0.172,-8.199,0.0314,125.006,0.77
0.188,0.599,0.75,country,0,5,0.314,-6.767,0.0319,156.002,0.909
0.0761,0.708,0.852,country,0,4,0.172,-6.177,0.0302,117.644,0.93
0.471,0.619,0.672,country,3.15E-06,7,0.211,-7.786,0.0356,133.402,0.694
0.365,0.467,0.622,country,0.00527,6,0.0982,-7.255,0.031,164.418,0.455
0.24,0.44,0.765,country,4.73E-05,3,0.349,-5.973,0.0287,184.257,0.792
0.0904,0.642,0.762,country,1.25E-06,7,0.101,-4.355,0.0451,127.513,0.647
0.542,0.563,0.429,country,0,9,0.115,-9.918,0.0235,89.338,0.385
0.434,0.709,0.757,country,0,7,0.336,-7.006,0.0408,140.664,0.852
0.663,0.746,0.443,country,0,4,0.223,-11.305,0.0359,91.11,0.554
0.445,0.745,0.71,country,0.000222,3,0.323,-9.429,0.0304,113.214,0.664
0.124,0.681,0.888,country,1.46E-06,7,0.573,-4.635,0.0656,151.785,0.797
0.237,0.748,0.72,country,0,9,0.069,-7.774,0.0286,128.69,0.86
0.0566,0.646,0.479,country,0,8,0.0517,-9.823,0.0265,137.703,0.674
0.207,0.592,0.725,country,0,8,0.148,-8.698,0.0412,78.235,0.784
0.0495,0.641,0.637,country,0.000138,7,0.267,-10.92,0.0262,147.502,0.793
0.0366,0.586,0.581,country,0,6,0.0428,-9.19,0.0345,147.982,0.46
0.218,0.627,0.697,country,0,8,0.0733,-6.61,0.0266,154.086,0.933
0.285,0.656,0.787,country,2.13E-05,4,0.278,-6.571,0.03,124.01,0.756
0.0248,0.737,0.609,country,4.26E-06,11,0.208,-11.121,0.0366,99.983,0.87
0.257,0.491,0.57,country,3.65E-06,7,0.0959,-5.906,0.0342,172.927,0.296
0.0664,0.689,0.886,country,0,10,0.278,-7.066,0.0382,122.07,0.906
0.108,0.771,0.848,country,0,2,0.35,-7.365,0.035,115.642,0.803
0.723,0.618,0.271,country,0.000558,7,0.129,-13.695,0.026,78.334,0.264
0.544,0.747,0.803,country,3.54E-06,3,0.0938,-4.74,0.0307,125.016,0.746
0.000479,0.628,0.801,country,0.0897,4,0.396,-7.926,0.0282,125.954,0.843
0.242,0.64,0.765,country,2.62E-06,7,0.147,-8.896,0.0366,128.954,0.76
0.597,0.644,0.667,country,0,7,0.12,-5.741,0.0306,125.86,0.412
0.196,0.654,0.537,country,0,7,0.119,-8.067,0.0257,112.437,0.597
0.554,0.702,0.632,country,0,9,0.127,-6.508,0.0247,102.404,0.457
0.17,0.778,0.701,country,0,0,0.128,-9.327,0.0285,136.733,0.964
0.432,0.622,0.617,country,0,7,0.133,-8.825,0.0241,103.382,0.456
0.147,0.567,0.841,country,0.000296,10,0.0953,-7.554,0.0358,173.787,0.884
0.362,0.606,0.706,country,0,0,0.16,-9.665,0.0379,174.533,0.819
0.15,0.685,0.817,country,0,2,0.242,-5.683,0.0298,130.41,0.768
0.455,0.714,0.522,country,1.02E-05,7,0.0967,-9.773,0.0283,121.312,0.69
0.563,0.856,0.517,country,0.000164,6,0.144,-9.232,0.0293,118.399,0.479
0.232,0.648,0.766,country,1.54E-05,9,0.121,-8.514,0.0326,128.798,0.971
0.06,0.673,0.842,country,0.000257,3,0.184,-4.627,0.0365,125.571,0.897
0.28,0.604,0.534,country,4.73E-05,4,0.408,-8.951,0.0309,120.89,0.584
0.302,0.558,0.435,country,0,1,0.0351,-6.812,0.0264,122.385,0.199
0.426,0.712,0.723,country,0,7,0.264,-7.47,0.0377,140.566,0.867
0.246,0.674,0.542,country,0,4,0.0735,-10.078,0.0904,94.988,0.497
0.0907,0.64,0.852,country,0,2,0.151,-6.406,0.028,139.949,0.903
0.35,0.764,0.646,country,0,9,0.0823,-9.349,0.0305,116.115,0.886
0.0717,0.71,0.538,country,3.97E-06,5,0.0367,-12.576,0.0344,111.503,0.698
0.314,0.687,0.648,country,1.37E-06,4,0.289,-9.137,0.027,121.341,0.6
0.4,0.634,0.516,country,0,8,0.142,-6.05,0.0373,153.831,0.769
0.00372,0.573,0.846,country,7.87E-05,7,0.29,-4.866,0.0344,127.061,0.562
0.0793,0.519,0.872,country,0,2,0.111,-3.212,0.0616,179.965,0.74
0.00719,0.564,0.904,country,0,7,0.528,-3.808,0.0582,124.102,0.637
0.601,0.594,0.808,country,0,1,0.119,-5.749,0.0615,144.028,0.73
0.0608,0.538,0.752,country,5.39E-06,10,0.118,-5.106,0.0396,139.984,0.217
0.23,0.651,0.782,country,0,1,0.139,-4.622,0.0303,94.94,0.619
0.279,0.612,0.57,country,0,11,0.0963,-6.642,0.0347,77.004,0.335
0.327,0.443,0.538,country,4.61E-05,1,0.0866,-5.477,0.0309,157.97,0.245
0.388,0.601,0.635,country,2.02E-05,1,0.187,-7.248,0.032,93.466,0.629
0.0463,0.552,0.573,country,0,9,0.105,-6.585,0.0948,182.14,0.525
0.0252,0.668,0.595,country,0,8,0.0978,-6.977,0.0373,99.973,0.459
0.00566,0.6,0.851,country,9.78E-06,11,0.0891,-4.645,0.0388,98.007,0.727
0.117,0.672,0.622,country,0,5,0.113,-7.421,0.176,100.016,0.561
0.596,0.652,0.712,country,0,4,0.0814,-4.588,0.0388,120.063,0.553
0.0166,0.592,0.928,country,1.38E-05,11,0.123,-5.403,0.0557,121.997,0.391
0.355,0.396,0.51,country,0,6,0.113,-6.274,0.0327,113.994,0.299
0.0292,0.533,0.907,country,0,11,0.386,-3.793,0.0406,150.99,0.7
0.0636,0.582,0.737,country,0,6,0.101,-4.056,0.0364,168.125,0.72
0.0986,0.547,0.817,country,0,9,0.136,-4.255,0.0448,142.118,0.592
0.0144,0.644,0.713,country,0,9,0.0829,-7.148,0.0547,95.999,0.468
0.364,0.615,0.68,country,1.75E-06,6,0.115,-4.582,0.0286,149.992,0.702
0.17,0.687,0.641,country,0,11,0.111,-5.814,0.03,120.04,0.663
0.398,0.736,0.423,country,0,7,0.108,-6.934,0.0428,94.919,0.346
0.0227,0.598,0.893,country,0,10,0.352,-3.136,0.0497,100.031,0.667
0.0153,0.517,0.813,country,0,1,0.106,-6.325,0.0558,83.005,0.444
0.287,0.599,0.659,country,2.06E-06,5,0.505,-5.241,0.0371,82.002,0.644
0.676,0.552,0.402,country,0,11,0.0928,-7.431,0.0262,103.313,0.382
0.023,0.526,0.85,country,0,10,0.0948,-4.47,0.0313,141.973,0.338
