Acousticness,Danceability,Energy,Genre,Instrumental,Key,Liveness,Loudness,Speechness,Tempo,Valence
0.0304,0.427,0.83,hiphop,0,7,0.622,-6.99,0.225,82.751,0.618
0.148,0.519,0.588,hiphop,3.84E-05,9,0.049,-7.765,0.236,119.525,0.522
0.014,0.734,0.752,hiphop,8.28E-05,1,0.113,-7.874,0.259,147.075,0.516
0.00157,0.597,0.726,hiphop,0,1,0.0763,-9.546,0.326,188.044,0.648
0.00889,0.659,0.736,hiphop,0.000258,0,0.348,-7.35,0.295,113.008,0.484
0.0191,0.65,0.596,hiphop,0.319,3,0.137,-9.666,0.136,109.962,0.0716
0.021,0.496,0.803,hiphop,4.65E-06,11,0.638,-9.838,0.418,81.193,0.312
0.00197,0.408,0.657,hiphop,0.03,7,0.454,-10.514,0.409,86.283,0.561
0.00586,0.452,0.591,hiphop,0,2,0.268,-9.959,0.34,96.018,0.165
0.134,0.551,0.643,hiphop,0.00248,10,0.0727,-10.697,0.366,128.758,0.74
0.0554,0.827,0.675,hiphop,2.02E-05,0,0.164,-10.175,0.249,145.055,0.879
0.0498,0.564,0.811,hiphop,0,2,0.0551,-4.647,0.344,76.632,0.399
0.139,0.55,0.739,hiphop,4.24E-06,6,0.137,-10.396,0.357,145.469,0.376
0.0849,0.375,0.622,hiphop,0,9,0.122,-9.248,0.344,67.994,0.872
0.0158,0.43,0.739,hiphop,0.000958,9,0.0483,-8.453,0.169,165.139,0.637
0.0957,0.82,0.708,hiphop,0.0387,9,0.0964,-11.2,0.127,127.969,0.585
0.0703,0.745,0.862,hiphop,0,11,0.116,-7.96,0.0757,102.97,0.707
0.226,0.417,0.686,hiphop,6.18E-05,4,0.14,-12.959,0.424,79.36,0.414
0.0228,0.348,0.738,hiphop,2.81E-05,11,0.0692,-9.237,0.0751,85.074,0.569
0.0169,0.892,0.689,hiphop,0,9,0.0368,-2.121,0.199,94.98,0.961
0.694,0.669,0.68,hiphop,0,11,0.187,-6.933,0.32,84.17,0.798
0.178,0.869,0.604,hiphop,1.10E-06,10,0.238,-5.467,0.204,100.002,0.833
0.152,0.461,0.809,hiphop,0,9,0.1,-7.34,0.301,65.587,0.438
0.0048,0.669,0.765,hiphop,0,4,0.248,-6.924,0.0815,145.092,0.359
0.0295,0.676,0.528,hiphop,0,1,0.0846,-14.279,0.661,122.054,0.655
0.0539,0.469,0.679,hiphop,0,6,0.0905,-8.504,0.283,70.96,0.272
0.0322,0.44,0.877,hiphop,0,9,0.0444,-6.957,0.357,150.019,0.881
0.00994,0.757,0.653,hiphop,0,1,0.0782,-10.865,0.217,94.04,0.748
0.372,0.833,0.804,hiphop,0.0199,2,0.0633,-2.962,0.196,89.946,0.587
0.0278,0.885,0.954,hiphop,0.000254,7,0.0791,-0.634,0.202,95.013,0.792
0.353,0.908,0.684,hiphop,0,4,0.107,-12.361,0.202,101.992,0.956
0.0346,0.801,0.768,hiphop,1.25E-05,9,0.0791,-5.211,0.225,160.011,0.499
0.136,0.841,0.837,hiphop,4.54E-06,3,0.106,-5.293,0.0879,119.992,0.308
0.121,0.571,0.62,hiphop,2.63E-06,3,0.127,-8.011,0.473,140.106,0.465
0.0707,0.711,0.694,hiphop,0,1,0.0747,-6.261,0.23,141.876,0.254
0.0901,0.715,0.807,hiphop,0,5,0.35,-6.41,0.171,90.021,0.504
0.0715,0.711,0.702,hiphop,0,0,0.0639,-8.019,0.217,159.984,0.672
0.0104,0.711,0.622,hiphop,0.000185,4,0.351,-7.851,0.0785,90.008,0.239
0.0178,0.832,0.851,hiphop,0,8,0.31,-4.261,0.208,107.28,0.551
0.00396,0.829,0.797,hiphop,0.00918,10,0.0995,-5.253,0.0974,105.011,0.827
0.00164,0.783,0.784,hiphop,0.00223,10,0.109,-3.849,0.105,92.69,0.607
0.0237,0.849,0.868,hiphop,0.00181,1,0.268,-3.703,0.0468,144.975,0.863
0.0937,0.806,0.8,hiphop,0,1,0.605,-4.405,0.167,99.987,0.218
0.115,0.815,0.821,hiphop,1.29E-06,1,0.283,-4.718,0.192,97.063,0.771
0.0487,0.812,0.623,hiphop,0.59,4,0.258,-8.431,0.13,96.965,0.698
0.0577,0.76,0.89,hiphop,0.000153,11,0.0856,-4.814,0.186,93.182,0.489
0.0449,0.619,0.714,hiphop,0,7,0.241,-6.19,0.352,97.045,0.795
0.0125,0.881,0.689,hiphop,2.66E-06,4,0.718,-5.11,0.163,101.262,0.212
0.0644,0.722,0.687,hiphop,0,11,0.0526,-6.671,0.119,91.003,0.359
0.0806,0.737,0.662,hiphop,0,4,0.138,-8.273,0.216,80.006,0.492
0.181,0.367,0.828,hiphop,0.0953,11,0.768,-5.556,0.307,101.876,0.683
0.196,0.693,0.748,hiphop,0,2,0.108,-5.734,0.299,95.827,0.717
0.161,0.801,0.851,hiphop,0,0,0.318,-3.525,0.21,98.54,0.88
0.133,0.724,0.826,hiphop,0,3,0.371,-5.028,0.331,99.775,0.721
0.99,0.746,0.52,hiphop,0,3,0.19,-15.654,0.937,77.478,0.915
0.517,0.628,0.771,hiphop,7.32E-05,9,0.805,-7.745,0.42,183.919,0.718
0.0997,0.674,0.715,hiphop,0,8,0.309,-5.189,0.212,88.733,0.588
0.186,0.695,0.721,hiphop,0,2,0.254,-5.497,0.0487,94.038,0.247
0.277,0.497,0.582,hiphop,1.01E-06,2,0.482,-5.425,0.265,97.292,0.642
0.384,0.816,0.681,hiphop,0,4,0.186,-6.936,0.317,95.018,0.732
0.463,0.706,0.787,hiphop,0,8,0.0561,-7.903,0.202,100.016,0.434
0.0968,0.499,0.834,hiphop,0,9,0.929,-4.676,0.188,71.528,0.615
0.963,0.626,0.123,hiphop,0.00111,5,0.0726,-19.818,0.0795,151.573,0.427
0.361,0.481,0.731,hiphop,3.17E-06,10,0.0975,-6.482,0.14,80.914,0.54
0.297,0.675,0.912,hiphop,0,4,0.326,-4.566,0.184,94.951,0.763
0.303,0.804,0.831,hiphop,0,6,0.351,-3.904,0.109,140.047,0.776
0.458,0.875,0.735,hiphop,0,10,0.651,-4.996,0.309,96.045,0.931
0.805,0.49,0.581,hiphop,0,8,0.0983,-11,0.217,140.703,0.638
0.0416,0.368,0.849,hiphop,0,1,0.369,-5.603,0.344,190.468,0.549
0.0897,0.677,0.704,hiphop,5.06E-06,1,0.462,-6.638,0.181,83.022,0.284
0.587,0.458,0.683,hiphop,5.11E-06,7,0.0571,-7.997,0.116,95.06,0.445
0.147,0.555,0.809,hiphop,0,1,0.247,-7.406,0.0868,141.03,0.31
0.52,0.813,0.724,hiphop,5.55E-05,7,0.222,-6.88,0.196,93.997,0.657
0.179,0.713,0.819,hiphop,0,11,0.0454,-6.429,0.269,130.041,0.568
0.546,0.71,0.768,hiphop,0,9,0.116,-8.487,0.228,95.912,0.492
0.0993,0.899,0.557,hiphop,0,2,0.0677,-9.393,0.0645,120.009,0.802
0.268,0.663,0.853,hiphop,0,10,0.236,-6.235,0.214,94.865,0.897
0.0204,0.568,0.901,hiphop,0,1,0.34,-8.705,0.282,167.879,0.698
0.242,0.528,0.898,hiphop,0,1,0.124,-6.58,0.391,121.135,0.724
0.0295,0.748,0.676,hiphop,0,9,0.08,-6.862,0.172,135.027,0.791
0.248,0.702,0.747,hiphop,0,9,0.136,-6.929,0.145,140.028,0.589
0.106,0.724,0.866,hiphop,0,1,0.832,-6.302,0.192,98,0.629
0.25,0.753,0.744,hiphop,0,3,0.692,-7.46,0.253,130.032,0.651
0.136,0.841,0.837,hiphop,4.54E-06,3,0.106,-5.293,0.0879,119.992,0.308
0.085,0.709,0.808,hiphop,6.17E-05,10,0.212,-6.668,0.272,99.926,0.35
0.0057,0.948,0.447,hiphop,0.00171,11,0.0784,-9.12,0.272,137.945,0.294
0.215,0.784,0.485,hiphop,0,3,0.0861,-9.041,0.184,120.08,0.389
0.121,0.571,0.62,hiphop,2.63E-06,3,0.127,-8.011,0.473,140.106,0.465
0.0707,0.711,0.694,hiphop,0,1,0.0747,-6.261,0.23,141.876,0.254
0.0901,0.715,0.807,hiphop,0,5,0.35,-6.41,0.171,90.021,0.504
0.0315,0.68,0.94,hiphop,3.12E-06,7,0.162,-2.847,0.202,92.052,0.73
0.0104,0.648,0.653,hiphop,6.17E-06,2,0.25,-5.38,0.209,146.009,0.319
0.0762,0.72,0.752,hiphop,0.000154,6,0.336,-5.715,0.315,151.974,0.545
0.411,0.76,0.506,hiphop,1.01E-06,4,0.109,-7.61,0.178,91.5,0.436
0.0597,0.827,0.804,hiphop,0,9,0.055,-4.954,0.162,123.036,0.394
0.0221,0.698,0.789,hiphop,0.0295,2,0.218,-5.208,0.331,150.006,0.346
0.0239,0.922,0.657,hiphop,1.49E-05,1,0.124,-6.233,0.317,110.002,0.86
0.0354,0.809,0.873,hiphop,0.00101,4,0.0895,-3.644,0.152,93.944,0.72
0.0148,0.63,0.885,hiphop,0,2,0.0483,-4.27,0.114,119.751,0.154
0.0749,0.929,0.559,hiphop,0,10,0.123,-5.501,0.163,120.047,0.287
0.0315,0.895,0.795,hiphop,3.61E-05,10,0.105,-7.421,0.201,120.006,0.728
0.0138,0.677,0.837,hiphop,0.000387,10,0.073,-5.924,0.313,172.019,0.418
0.00377,0.845,0.566,hiphop,0.00113,4,0.0971,-5.832,0.09,97.039,0.622
0.151,0.87,0.661,hiphop,8.56E-06,9,0.0639,-4.875,0.27,109.996,0.656
0.108,0.861,0.758,hiphop,0.000474,6,0.115,-6.589,0.115,122.994,0.749
0.00483,0.861,0.589,hiphop,0.00298,1,0.0956,-4.95,0.226,134.01,0.503
0.0862,0.683,0.595,hiphop,5.09E-05,2,0.119,-7.728,0.305,130.134,0.292
0.051,0.73,0.776,hiphop,0.000108,1,0.346,-5.481,0.282,91.975,0.293
0.0599,0.897,0.675,hiphop,6.05E-06,7,0.0488,-6.972,0.258,130.104,0.481
0.094,0.749,0.721,hiphop,0,7,0.0822,-5.389,0.303,100.161,0.471
0.0908,0.751,0.823,hiphop,0,8,0.383,-4.143,0.197,135.991,0.884
0.386,0.785,0.611,hiphop,0,7,0.0946,-9.111,0.549,72.993,0.319
0.0368,0.748,0.684,hiphop,0.19,7,0.0973,-7.648,0.22,139.998,0.7
0.209,0.686,0.634,hiphop,0.00308,4,0.135,-6.708,0.122,153.116,0.144
0.306,0.846,0.589,hiphop,0,2,0.092,-8.271,0.118,139.976,0.596
0.433,0.837,0.529,hiphop,0.00165,11,0.265,-6.861,0.302,124.935,0.622
0.0287,0.773,0.599,hiphop,1.40E-05,8,0.087,-5.957,0.237,174.111,0.172
0.003,0.724,0.551,hiphop,0.00187,4,0.0944,-11.312,0.0405,121.999,0.173
0.0398,0.583,0.806,hiphop,0,9,0.0874,-6.864,0.413,129.96,0.047
0.0686,0.729,0.587,hiphop,0.614,10,0.423,-5.629,0.242,77.967,0.656
0.0153,0.729,0.767,hiphop,4.29E-06,7,0.0459,-6.287,0.0423,90.997,0.335
0.436,0.781,0.447,hiphop,0,4,0.0958,-9.606,0.0623,115.065,0.349
0.353,0.908,0.684,hiphop,0,4,0.107,-12.361,0.202,101.992,0.956
0.0858,0.766,0.741,hiphop,0,2,0.0991,-5.642,0.213,110.05,0.57
0.0187,0.737,0.648,hiphop,0,9,0.143,-5.78,0.131,150.01,0.346
0.442,0.83,0.874,hiphop,6.71E-06,1,0.28,-2.921,0.0608,106.973,0.766
0.391,0.819,0.686,hiphop,0,6,0.0843,-9.392,0.309,103.922,0.953
0.144,0.556,0.646,hiphop,0,0,0.411,-5.751,0.225,79.681,0.496
0.268,0.663,0.853,hiphop,0,10,0.236,-6.235,0.214,94.865,0.897
0.106,0.724,0.866,hiphop,0,1,0.832,-6.302,0.192,98,0.629
0.0123,0.714,0.624,hiphop,0,10,0.384,-7.409,0.132,150.013,0.696
0.235,0.698,0.843,hiphop,0,4,0.242,-6.297,0.27,159.979,0.5
0.18,0.656,0.91,hiphop,0,7,0.227,-4.331,0.21,170.031,0.868
0.129,0.698,0.799,hiphop,0,0,0.311,-8.791,0.295,89.999,0.244
0.215,0.784,0.485,hiphop,0,3,0.0861,-9.041,0.184,120.08,0.389
0.303,0.804,0.831,hiphop,0,6,0.351,-3.904,0.109,140.047,0.776
0.167,0.782,0.688,hiphop,0,4,0.151,-4.854,0.27,99.033,0.21
0.357,0.484,0.618,hiphop,1.75E-05,10,0.109,-8.373,0.154,185.527,0.297
0.0734,0.642,0.763,hiphop,0,7,0.221,-6.371,0.0423,110.019,0.79
0.0504,0.661,0.887,hiphop,0,3,0.108,-6.655,0.261,79.967,0.927
0.0993,0.899,0.557,hiphop,0,2,0.0677,-9.393,0.0645,120.009,0.802
0.299,0.782,0.864,hiphop,0,11,0.0876,-2.918,0.053,156.989,0.941
0.0513,0.809,0.774,hiphop,0,8,0.102,-5.719,0.249,90.971,0.85
0.031,0.53,0.894,hiphop,0,8,0.31,-5.979,0.248,73.414,0.679
0.459,0.887,0.83,hiphop,7.25E-06,11,0.168,-3.875,0.0786,144.031,0.935
0.0718,0.831,0.877,hiphop,0,9,0.094,-3.039,0.277,140.051,0.784
0.368,0.847,0.736,hiphop,7.25E-06,8,0.119,-5.111,0.269,101.981,0.594
0.0465,0.667,0.683,hiphop,2.85E-06,0,0.295,-6.113,0.0784,177.89,0.96
0.253,0.852,0.686,hiphop,0.00078,3,0.128,-4.688,0.12,111.956,0.66
0.0214,0.857,0.587,hiphop,1.32E-05,9,0.222,-6.699,0.0827,104.989,0.737
0.0241,0.668,0.858,hiphop,0,7,0.036,-3.732,0.0506,98.077,0.653
0.0274,0.791,0.595,hiphop,0,5,0.215,-5.612,0.0307,123.975,0.585
0.0831,0.762,0.894,hiphop,3.36E-06,0,0.0406,-4.047,0.107,102.047,0.63
0.109,0.583,0.828,hiphop,0,4,0.38,-4.978,0.215,99.861,0.418
0.00912,0.836,0.66,hiphop,1.18E-05,10,0.0555,-6.987,0.0807,99.02,0.773
0.0152,0.798,0.65,hiphop,0.000103,7,0.0625,-8.229,0.0667,100.001,0.317
0.545,0.871,0.688,hiphop,1.02E-05,7,0.0788,-3.944,0.153,101.987,0.805
0.177,0.833,0.569,hiphop,0,0,0.353,-7.158,0.0833,95.004,0.822
0.00946,0.793,0.761,hiphop,0.000527,7,0.122,-6.474,0.0388,108.985,0.436
0.415,0.573,0.7,hiphop,5.19E-05,3,0.256,-5.552,0.0374,104.76,0.771
0.0205,0.725,0.805,hiphop,1.84E-05,1,0.117,-6.918,0.0895,98.804,0.305
0.625,0.858,0.67,hiphop,1.15E-05,1,0.102,-6.003,0.1,128.052,0.598
0.27,0.85,0.666,hiphop,0.000562,0,0.115,-4.75,0.126,111.941,0.67
0.524,0.866,0.721,hiphop,0.638,3,0.0998,-6.234,0.0604,119.954,0.736
0.0667,0.748,0.835,hiphop,3.23E-06,10,0.0893,-4.181,0.0535,95.958,0.739
0.282,0.781,0.622,hiphop,2.26E-06,10,0.105,-8.409,0.222,61.962,0.364
0.0725,0.803,0.591,hiphop,3.82E-06,4,0.123,-7.176,0.313,144.991,0.531
0.18,0.69,0.64,hiphop,0,6,0.28,-5.725,0.25,169.965,0.875
0.407,0.787,0.824,hiphop,0,4,0.239,-4.313,0.143,126.636,0.58
0.0855,0.661,0.535,hiphop,0,9,0.0838,-7.54,0.443,94.506,0.583
0.324,0.869,0.598,hiphop,0,1,0.128,-5.182,0.0939,149.875,0.226
0.137,0.795,0.714,hiphop,0,10,0.0751,-5.767,0.0395,142.959,0.649
0.0456,0.559,0.907,hiphop,0,9,0.157,-5.688,0.168,167.775,0.739
0.00537,0.844,0.876,hiphop,0.000675,7,0.145,-4.574,0.0526,110.007,0.699
0.548,0.829,0.836,hiphop,0.000484,6,0.097,-4.131,0.0444,130.105,0.874
0.149,0.786,0.863,hiphop,0,5,0.311,-2.609,0.0852,96.023,0.848
0.0717,0.76,0.922,hiphop,0,0,0.0366,-3.583,0.121,126.059,0.811
0.155,0.651,0.708,hiphop,0.000501,8,0.113,-5.104,0.0487,107.857,0.83
0.222,0.832,0.741,hiphop,0,9,0.274,-4.178,0.183,99.986,0.631
0.126,0.764,0.665,hiphop,1.53E-05,7,0.0644,-6.881,0.189,150.045,0.259
0.0673,0.754,0.796,hiphop,0,7,0.0606,-6.589,0.0343,113.046,0.682
0.522,0.76,0.695,hiphop,0.0059,0,0.213,-6.63,0.0545,112.016,0.402
0.303,0.601,0.661,hiphop,0,3,0.124,-4.547,0.0595,144.755,0.373
0.187,0.766,0.76,hiphop,9.46E-05,7,0.117,-11.134,0.0861,117.89,0.961
0.233,0.773,0.842,hiphop,0.000228,4,0.0769,-4.007,0.0646,139.967,0.379
0.334,0.723,0.738,hiphop,0,1,0.101,-7.611,0.0506,128.992,0.69
0.0682,0.718,0.179,hiphop,0.000116,4,0.161,-6.689,0.117,145.968,0.314
0.448,0.445,0.657,hiphop,0.00206,7,0.114,-9.151,0.0863,92.015,0.641
0.616,0.693,0.73,hiphop,3.92E-05,3,0.107,-6.593,0.151,91.979,0.708
0.0644,0.724,0.634,hiphop,6.67E-05,4,0.33,-8.632,0.0693,104.933,0.292
0.441,0.6,0.781,hiphop,2.12E-06,8,0.089,-5.688,0.181,215.932,0.572
0.00796,0.926,0.499,hiphop,0.00153,7,0.081,-8.378,0.131,135.025,0.524
0.0631,0.688,0.76,hiphop,0.00426,4,0.229,-6.135,0.0408,94.996,0.75
0.0205,0.842,0.87,hiphop,1.26E-05,9,0.171,-5.846,0.0821,97.987,0.812
0.174,0.776,0.547,hiphop,0,7,0.0982,-9.626,0.332,95.008,0.277
0.207,0.802,0.794,hiphop,0,0,0.187,-4.788,0.106,88.03,0.669
0.285,0.608,0.789,hiphop,6.05E-05,5,0.104,-6.344,0.0777,98.027,0.737
0.23,0.701,0.808,hiphop,0,8,0.0888,-5.416,0.131,162.939,0.79
0.532,0.65,0.7,hiphop,0,9,0.213,-6.451,0.31,126.592,0.722
0.274,0.599,0.852,hiphop,0,2,0.171,-5.273,0.211,172.033,0.517
0.0214,0.81,0.655,hiphop,1.95E-05,8,0.805,-6.202,0.156,100.022,0.623
0.488,0.653,0.499,hiphop,0.000553,1,0.0878,-9.382,0.0593,111.83,0.194
0.175,0.779,0.733,hiphop,0,8,0.0738,-5.182,0.0864,105.923,0.506
0.0557,0.767,0.746,hiphop,0.000332,11,0.098,-5.565,0.048,118.021,0.362
0.112,0.758,0.666,hiphop,0,7,0.183,-7.118,0.123,106.961,0.354
0.121,0.899,0.513,hiphop,0,11,0.0869,-7.657,0.116,95.999,0.657
0.0857,0.669,0.891,hiphop,0,5,0.101,-1.996,0.0571,95.066,0.597
0.488,0.653,0.499,hiphop,0.000553,1,0.0878,-9.382,0.0593,111.83,0.194
0.511,0.632,0.903,hiphop,0,9,0.151,-2.38,0.0929,121.981,0.375
0.28,0.776,0.669,hiphop,0,5,0.0816,-5.87,0.148,103.953,0.554
0.505,0.758,0.737,hiphop,0,3,0.366,-4.046,0.23,95.962,0.679
0.104,0.764,0.683,hiphop,1.37E-05,7,0.108,-7.353,0.0467,121.979,0.574
0.267,0.732,0.781,hiphop,0,0,0.12,-3.662,0.0629,96.5,0.684
0.0569,0.643,0.681,hiphop,4.36E-06,2,0.102,-6.305,0.0399,156.099,0.611
0.634,0.665,0.531,hiphop,0,2,0.134,-9.127,0.099,84.01,0.324
0.0453,0.692,0.798,hiphop,2.22E-05,11,0.072,-5.972,0.0526,144.956,0.827
0.0377,0.682,0.596,hiphop,0.0166,8,0.0247,-10.162,0.051,97.986,0.812
0.272,0.738,0.657,hiphop,1.34E-06,11,0.0909,-7.172,0.0461,94.939,0.569
0.191,0.732,0.879,hiphop,1.48E-06,9,0.35,-3.231,0.053,100.002,0.876
0.324,0.746,0.615,hiphop,3.79E-05,1,0.202,-7.221,0.0311,104.99,0.713
0.0238,0.759,0.715,hiphop,0.000189,8,0.0666,-6.668,0.0405,97.01,0.699
0.11,0.792,0.62,hiphop,1.61E-05,8,0.085,-4.832,0.266,169.985,0.637
0.485,0.518,0.774,hiphop,0,2,0.0959,-4.757,0.335,80.397,0.405
0.628,0.642,0.703,hiphop,0,7,0.0632,-4.261,0.279,103.047,0.618
0.312,0.754,0.516,hiphop,1.29E-06,2,0.0748,-7.755,0.0359,91.991,0.781
0.0835,0.956,0.59,hiphop,0.000771,11,0.0699,-4.057,0.0756,108.999,0.476
0.206,0.928,0.69,hiphop,3.64E-05,4,0.145,-4.218,0.118,104.028,0.46
0.663,0.778,0.786,hiphop,0,7,0.0956,-9.817,0.119,103.963,0.77
0.536,0.58,0.856,hiphop,0,4,0.483,-6.951,0.175,160.223,0.678
0.16,0.8,0.646,hiphop,0,2,0.303,-4.847,0.079,100.007,0.343
0.0193,0.776,0.735,hiphop,0,6,0.0624,-7.487,0.0891,99.41,0.704
0.0228,0.581,0.796,hiphop,0,4,0.188,-7.885,0.0776,94.991,0.61
0.215,0.784,0.485,hiphop,0,3,0.0861,-9.041,0.184,120.08,0.389
0.0627,0.775,0.767,hiphop,0,10,0.277,-5.894,0.136,95.023,0.529
0.11,0.744,0.423,hiphop,0,10,0.0597,-10.96,0.216,87.964,0.558
0.303,0.601,0.661,hiphop,0,3,0.124,-4.547,0.0595,144.755,0.373
0.126,0.783,0.817,hiphop,1.13E-06,4,0.251,-8.07,0.099,92.988,0.319
0.0152,0.798,0.65,hiphop,0.000103,7,0.0625,-8.229,0.0667,100.001,0.317
0.209,0.803,0.854,hiphop,0,4,0.18,-3.472,0.0822,93.99,0.876
0.082,0.754,0.731,hiphop,0,8,0.342,-5.214,0.0544,150.076,0.766
0.2,0.885,0.627,hiphop,3.18E-05,8,0.123,-8.885,0.107,126.017,0.733
0.0214,0.857,0.587,hiphop,1.32E-05,9,0.222,-6.699,0.0827,104.989,0.737
0.00796,0.926,0.499,hiphop,0.00153,7,0.081,-8.378,0.131,135.025,0.524
0.206,0.85,0.624,hiphop,0,9,0.074,-5.611,0.406,102.048,0.375
0.149,0.732,0.754,hiphop,0,11,0.0598,-5.696,0.0551,156.047,0.868
0.0377,0.661,0.864,hiphop,0.0827,11,0.192,-5.942,0.0398,98.079,0.648
0.0851,0.822,0.798,hiphop,8.39E-05,0,0.579,-4.477,0.0554,117.983,0.923
0.00682,0.731,0.625,hiphop,1.23E-06,10,0.168,-8.458,0.32,187.262,0.669
0.232,0.814,0.773,hiphop,2.93E-06,11,0.303,-5.588,0.228,170.004,0.284
0.0515,0.723,0.911,hiphop,0,9,0.0687,-4.346,0.0641,97.934,0.698
0.23,0.632,0.756,hiphop,3.67E-06,1,0.0794,-4.777,0.0858,102.877,0.415
0.0329,0.794,0.744,hiphop,1.88E-05,0,0.325,-7.444,0.0546,130.035,0.663
0.0775,0.861,0.715,hiphop,0.000191,1,0.183,-7.184,0.291,87.467,0.715
0.0104,0.531,0.814,hiphop,4.66E-05,10,0.19,-5.135,0.102,92.928,0.361
0.0498,0.786,0.784,hiphop,0.0015,11,0.0681,-2.66,0.0799,100.025,0.819
0.0648,0.829,0.677,hiphop,3.77E-06,8,0.0754,-7.153,0.186,110.042,0.393
0.235,0.698,0.843,hiphop,0,4,0.242,-6.297,0.27,159.979,0.5
0.0348,0.6,0.799,hiphop,0,9,0.153,-5.334,0.158,195.94,0.65
0.0717,0.76,0.922,hiphop,0,0,0.0366,-3.583,0.121,126.059,0.811
0.0337,0.814,0.825,hiphop,0,5,0.0768,-3.08,0.0997,100.017,0.179
0.0125,0.703,0.901,hiphop,0,9,0.353,-3.327,0.0859,149.909,0.797
0.135,0.666,0.642,hiphop,6.41E-05,8,0.118,-6.31,0.0427,94.018,0.321
0.00281,0.63,0.694,hiphop,0,11,0.0719,-6.257,0.0253,97.005,0.216
0.0633,0.833,0.854,hiphop,2.93E-06,0,0.275,-3.428,0.0622,100.024,0.832
0.115,0.817,0.74,hiphop,6.32E-05,11,0.0246,-6.089,0.0701,127.905,0.838
0.0718,0.714,0.903,hiphop,7.40E-06,7,0.0768,-2.852,0.0416,100.016,0.757
0.474,0.705,0.741,hiphop,0.0248,6,0.128,-7.792,0.317,170.047,0.316
0.327,0.872,0.817,hiphop,0,3,0.0903,-4.307,0.0797,98.016,0.858
0.175,0.779,0.733,hiphop,0,8,0.0738,-5.182,0.0864,105.923,0.506
0.149,0.786,0.863,hiphop,0,5,0.311,-2.609,0.0852,96.023,0.848
0.0465,0.667,0.683,hiphop,2.85E-06,0,0.295,-6.113,0.0784,177.89,0.96
0.146,0.844,0.699,hiphop,0.000161,11,0.147,-6.145,0.0719,101.035,0.658
0.026,0.802,0.698,hiphop,2.58E-05,8,0.847,-5.146,0.121,99.995,0.671
0.15,0.689,0.499,hiphop,2.99E-05,11,0.101,-11.848,0.307,186.031,0.435
0.28,0.776,0.669,hiphop,0,5,0.0816,-5.87,0.148,103.953,0.554
0.287,0.868,0.822,hiphop,3.36E-06,6,0.136,-4.311,0.0989,128.072,0.655
0.299,0.782,0.864,hiphop,0,11,0.0876,-2.918,0.053,156.989,0.941
0.154,0.752,0.653,hiphop,0,11,0.067,-8.629,0.388,79.972,0.714
0.133,0.724,0.895,hiphop,0.00458,1,0.254,-5.653,0.194,90.008,0.673
0.0887,0.631,0.633,hiphop,0.0175,6,0.0945,-9.904,0.121,90.093,0.492
0.194,0.679,0.835,hiphop,0,4,0.279,-4.413,0.298,87.524,0.6
0.0901,0.824,0.601,hiphop,4.95E-06,5,0.1,-9.611,0.186,129.956,0.419
0.215,0.784,0.485,hiphop,0,3,0.0861,-9.041,0.184,120.08,0.389
0.0354,0.809,0.873,hiphop,0.00101,4,0.0895,-3.644,0.152,93.944,0.72
0.0707,0.711,0.694,hiphop,0,1,0.0747,-6.261,0.23,141.876,0.254
0.406,0.813,0.755,hiphop,0,8,0.227,-3.936,0.0781,98.016,0.673
0.0107,0.643,0.67,hiphop,0.00162,9,0.292,-7.074,0.0538,104.906,0.321
0.205,0.774,0.743,hiphop,1.87E-06,4,0.37,-5.049,0.0943,100.007,0.777
0.271,0.768,0.395,hiphop,0,9,0.363,-13.856,0.386,127.971,0.444
0.0322,0.799,0.463,hiphop,0,0,0.198,-11.1,0.217,97.924,0.32
0.585,0.615,0.5,hiphop,0.0224,5,0.111,-11.47,0.432,187.971,0.0406
0.161,0.819,0.718,hiphop,0,9,0.15,-6.471,0.0765,140.984,0.789
0.107,0.778,0.729,hiphop,0,1,0.31,-3.489,0.202,105.291,0.511
0.00946,0.793,0.761,hiphop,0.000527,7,0.122,-6.474,0.0388,108.985,0.436
0.129,0.609,0.687,hiphop,0,6,0.0508,-5.415,0.189,118.729,0.79
0.104,0.764,0.683,hiphop,1.37E-05,7,0.108,-7.353,0.0467,121.979,0.574
0.122,0.816,0.777,hiphop,0.0177,10,0.123,-5.232,0.121,99.962,0.471
0.229,0.805,0.632,hiphop,2.95E-06,1,0.0873,-7.461,0.407,170.003,0.311
0.0877,0.788,0.713,hiphop,1.35E-05,10,0.139,-5.249,0.202,97,0.702
0.0282,0.682,0.535,hiphop,8.19E-06,0,0.107,-6.24,0.0876,179.974,0.639
0.00205,0.571,0.704,hiphop,1.16E-05,10,0.127,-4.016,0.0863,96.993,0.2
0.183,0.858,0.714,hiphop,0,0,0.113,-4.468,0.117,95.02,0.676
0.121,0.899,0.513,hiphop,0,11,0.0869,-7.657,0.116,95.999,0.657
0.0456,0.682,0.731,hiphop,0,9,0.329,-5.492,0.285,176.425,0.398
0.0938,0.566,0.705,hiphop,0,1,0.0787,-4.812,0.311,173.998,0.551
0.115,0.81,0.548,hiphop,0.00561,11,0.0811,-5.832,0.132,100.105,0.482
0.088,0.931,0.387,hiphop,0,1,0.136,-9.127,0.412,125.978,0.376
0.725,0.69,0.481,hiphop,0.00163,7,0.131,-8.601,0.148,120.109,0.233
